Word	Norwegian-no	Valence	Arousal	Dominance
transferred	overføres	0.480	0.450	0.409
transfixed	oppslukt	0.427	0.660	0.528
transform	forvandle	0.735	0.667	0.696
transformation	transformasjon	0.796	0.618	0.770
transformer	transformator	0.582	0.582	0.723
transfusion	overføring	0.417	0.730	0.557
transgression	overtredelse	0.158	0.890	0.611
transient	flyktig	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	gjennomreise	0.439	0.590	0.588
transition	overgang	0.605	0.561	0.558
transitional	overgangs	0.573	0.472	0.491
transitive	transitive	0.479	0.377	0.414
transitory	forbigående	0.438	0.450	0.407
translate	oversette	0.604	0.423	0.462
translation	oversettelse	0.633	0.435	0.598
translator	oversetter	0.760	0.412	0.473
translocation	trans	0.367	0.612	0.564
translucent	gjennomskinnelig	0.600	0.500	0.389
transmission	overføring	0.688	0.490	0.611
transmit	overføre	0.836	0.581	0.673
transmitter	senderen	0.520	0.511	0.719
transmutation	omdanning	0.438	0.740	0.737
transom	akter	0.375	0.385	0.417
transparency	åpenhet	0.847	0.260	0.587
transparent	gjennomsiktig	0.542	0.330	0.667
transplant	transplantasjon	0.445	0.806	0.620
transplantation	transplantasjon	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	transportere	0.613	0.627	0.605
transportation	transport	0.667	0.560	0.472
transporter	transporter	0.615	0.625	0.750
transpose	transponere	0.440	0.585	0.467
transposition	transponering	0.312	0.451	0.555
transsexual	transseksuell	0.264	0.815	0.423
transverse	tverrgående	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	felle	0.104	0.610	0.391
trapdoor	lemmen	0.094	0.670	0.462
trapeze	trapes	0.542	0.625	0.566
trapped	fanget	0.135	0.615	0.380
trapper	fangst	0.296	0.654	0.491
trapping	fangst	0.333	0.621	0.491
trappings	pynt	0.458	0.462	0.370
traps	feller	0.235	0.673	0.481
trash	søppel	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	traume	0.112	0.792	0.453
traumatic	traumatisk	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	reise	0.931	0.689	0.535
traveler	reisende	0.837	0.571	0.700
traveling	reiser	0.900	0.750	0.582
traverse	traversere	0.571	0.590	0.629
travesty	parodi	0.354	0.644	0.407
trawl	trål	0.255	0.590	0.464
trawler	tråler	0.316	0.430	0.405
tray	brett	0.549	0.250	0.345
treacherous	forrædersk	0.112	0.815	0.402
treachery	forræderi	0.104	0.852	0.448
tread	slitebane	0.510	0.520	0.426
treadmill	tredemølle	0.459	0.636	0.436
treason	forræderi	0.094	0.806	0.552
treasure	skatt	0.927	0.592	0.821
treasured	verd	0.849	0.471	0.730
treasurer	kasserer	0.694	0.456	0.755
treasures	skatter	0.867	0.771	0.842
treasury	treasury	0.812	0.541	0.736
treat	behandle	0.573	0.571	0.436
treatable	behandles	0.780	0.302	0.560
treatise	avhandling	0.604	0.407	0.613
treatment	behandling	0.663	0.386	0.620
treaty	traktat	0.646	0.382	0.667
treble	diskant	0.358	0.471	0.466
tree	tre	0.670	0.118	0.442
trees	trær	0.653	0.137	0.537
trek	trek	0.469	0.530	0.535
trellis	espalier	0.299	0.500	0.389
tremble	skjelve	0.177	0.878	0.388
trembling	skjelving	0.177	0.824	0.324
tremendous	enorm	0.600	0.888	0.773
tremendously	enormt	0.719	0.722	0.661
tremor	tremor	0.104	0.833	0.455
trench	grøft	0.429	0.760	0.429
trend	trend	0.625	0.458	0.706
trending	trender	0.750	0.472	0.600
trendy	trendy	0.713	0.520	0.536
trepidation	beven	0.582	0.594	0.464
trespass	troløshet	0.229	0.670	0.613
triad	triaden	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	prøve	0.438	0.663	0.612
triangle	triangel	0.562	0.269	0.352
triangular	trekantet	0.430	0.320	0.397
triangulate	triangulere	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	stamme	0.417	0.404	0.482
tribe	stamme	0.664	0.486	0.516
tribulation	trengsel	0.448	0.612	0.484
tribunal	tribunal	0.410	0.670	0.797
tribune	tribune	0.610	0.585	0.556
tributary	sideelv	0.615	0.463	0.616
tribute	hyllest	0.684	0.573	0.700
trick	triks	0.542	0.700	0.409
trickery	lureri	0.146	0.798	0.336
trickle	dryppe	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	vanskelig	0.219	0.651	0.500
tricycle	trehjulssykkel	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	bagatell	0.271	0.296	0.221
trifling	tøysete	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	avtrekker	0.271	0.804	0.660
trigonometry	trigonometri	0.396	0.400	0.616
trillion	billioner	0.592	0.420	0.623
trilogy	trilogien	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	trimming	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	treenighet	0.635	0.346	0.660
trinket	smykke	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	tur	0.875	0.643	0.538
tripartite	tredelt	0.500	0.480	0.539
tripe	innmat	0.312	0.361	0.438
triple	trippel	0.585	0.385	0.481
triplet	lett	0.622	0.510	0.618
triplicate	tredoble	0.684	0.545	0.717
tripod	stativ	0.406	0.388	0.483
tripping	snubler	0.276	0.594	0.293
trite	banal	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	triumf	0.969	0.798	0.926
triumphant	triumferende	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	triviell	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	tralle	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	tropp	0.375	0.696	0.750
trooper	trooper	0.458	0.694	0.713
troops	tropper	0.385	0.718	0.804
trophy	trofé	0.947	0.643	0.676
tropic	tropic	0.740	0.529	0.536
tropical	tropisk	0.740	0.461	0.509
tropics	tropene	0.740	0.383	0.412
trot	trav	0.531	0.664	0.396
trouble	problemer	0.135	0.811	0.452
troubled	urolig	0.167	0.627	0.385
troublemaker	bråkmaker	0.260	0.900	0.596
troubles	problemer	0.051	0.854	0.269
troublesome	plagsom	0.283	0.894	0.404
trough	gjennom	0.500	0.308	0.340
troupe	troupe	0.625	0.406	0.557
trousers	bukse	0.625	0.314	0.442
trout	ørret	0.516	0.387	0.298
trowel	sparkel	0.470	0.418	0.250
truce	våpenhvile	0.688	0.441	0.453
truck	lastebil	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	lass	0.480	0.450	0.534
truculent	truculent	0.210	0.731	0.498
true	EKTE	0.896	0.436	0.777
truelove	ekte kjærlighet	0.860	0.600	0.587
truffle	trøffel	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	trumf	0.640	0.716	0.898
trumpet	trompet	0.573	0.570	0.393
trumpeter	trompetist	0.673	0.600	0.676
truncate	avkorte	0.323	0.600	0.412
truncated	avkortet	0.316	0.602	0.439
trundle	trille	0.507	0.270	0.414
trunk	stamme	0.271	0.167	0.404
truss	Bindingsverk	0.521	0.482	0.569
trust	tillit	0.888	0.547	0.741
trustee	bobestyrer	0.531	0.442	0.658
trusting	tillits	0.857	0.508	0.750
trustworthy	troverdig	0.969	0.315	0.824
trusty	trofaste	0.863	0.398	0.696
truth	sannhet	0.971	0.400	0.685
truthful	sannferdig	0.708	0.467	0.807
truthfulness	sannferdighet	0.920	0.549	0.808
try	prøve	0.604	0.551	0.556
tryout	prøve	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	flodbølge	0.042	0.944	0.684
tub	badekar	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	lubben	0.427	0.423	0.353
tube	rør	0.418	0.279	0.409
tuberculosis	tuberkulose	0.214	0.519	0.424
tubing	tubing	0.438	0.363	0.358
tubular	rørformet	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	brette	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	tirsdag	0.469	0.184	0.330
tufted	tuftet	0.500	0.510	0.406
tug	rykk	0.320	0.604	0.558
tugboat	slepebåt	0.271	0.510	0.652
tuition	undervisning	0.531	0.372	0.436
tulip	tulipan	0.730	0.189	0.356
tumble	tørkes	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	mage	0.427	0.365	0.230
tumor	svulst	0.102	0.664	0.324
tumour	svulst	0.092	0.627	0.464
tumult	tumult	0.271	0.640	0.636
tumultuous	stormende	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tunfisk	0.531	0.386	0.304
tunable	tunable	0.510	0.364	0.582
tune	melodi	0.708	0.479	0.426
tunic	tunika	0.531	0.248	0.391
tuning	tuning	0.719	0.390	0.635
tunnel	tunnel	0.312	0.490	0.412
turban	turban	0.469	0.386	0.426
turbidity	turbiditet	0.184	0.607	0.393
turbine	turbin	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulens	0.062	0.922	0.532
turbulent	turbulent	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	torv	0.531	0.192	0.295
turkey	Tyrkia	0.634	0.245	0.247
turmeric	gurkemeie	0.542	0.316	0.312
turmoil	kaos	0.198	0.888	0.417
turn	sving	0.531	0.398	0.482
turnaround	snu	0.560	0.654	0.407
turned	slått	0.630	0.538	0.583
turning	snu	0.510	0.684	0.420
turnip	turnips	0.561	0.183	0.254
turnkey	vri nøkkel	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	oppmøte	0.641	0.692	0.898
turnover	omsetning	0.490	0.392	0.512
turnpike	veibom	0.459	0.434	0.462
turntable	platespiller	0.531	0.455	0.406
turpentine	terpentin	0.320	0.539	0.571
turquoise	turkis	0.786	0.226	0.357
turret	turret	0.494	0.500	0.588
turtle	skilpadde	0.291	0.102	0.271
turtleneck	høyhalset genser	0.583	0.398	0.327
tussle	dyst	0.333	0.919	0.691
tutelage	veiledning	0.393	0.442	0.609
tutor	veileder	0.750	0.346	0.826
tutoring	læring	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	TV	0.622	0.380	0.393
twain	twain	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	kvitring	0.659	0.490	0.537
tweezers	pinsett	0.493	0.408	0.295
twelfth	tolvte	0.521	0.292	0.527
twelve	tolv	0.490	0.298	0.412
twentieth	tyvende	0.469	0.297	0.346
twenty	tjue	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	kvist	0.378	0.288	0.236
twilight	skumring	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	tvilling	0.688	0.363	0.453
twine	hyssing	0.521	0.380	0.337
twinge	stikk	0.316	0.720	0.471
twinkle	blinke	0.719	0.724	0.610
twins	tvillinger	0.760	0.473	0.602
twirl	snurre	0.552	0.647	0.409
twist	vri	0.375	0.469	0.337
twisted	vridd	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	rykke	0.510	0.740	0.548
twitching	rykninger	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	to	0.520	0.200	0.404
two step	to steg	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	todelt	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	type	0.500	0.284	0.364
typewriter	skrivemaskin	0.542	0.373	0.418
typhoid	tyfus	0.265	0.458	0.401
typhoon	tyfon	0.323	0.796	0.697
typical	typisk	0.635	0.206	0.426
typically	typisk	0.569	0.377	0.559
typist	kontordame	0.551	0.559	0.528
typo	skrivefeil	0.224	0.415	0.255
typography	typografi	0.480	0.334	0.574
tyrannical	tyranniske	0.167	0.860	0.731
tyranny	tyranni	0.112	0.792	0.705
tyrant	tyrann	0.115	0.850	0.683
tyre	dekk	0.480	0.358	0.407
ubiquitous	allestedsnærværende	0.635	0.571	0.884
ubiquity	ubiquity	0.578	0.490	0.595
ugliness	stygghet	0.094	0.407	0.267
ugly	stygg	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	magesår	0.286	0.596	0.377
ulterior	bakenforliggende	0.375	0.509	0.490
ultimate	ultimat	0.648	0.645	0.544
ultimately	til syvende og sist	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultralyd	0.573	0.594	0.600
ultraviolet	ultrafiolett	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	paraply	0.583	0.246	0.255
umpire	oppmann	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	uforbeholden	0.292	0.614	0.488
unabated	uforminsket styrke	0.532	0.420	0.466
unable	ute av stand	0.132	0.459	0.193
unacceptable	uakseptabelt	0.133	0.479	0.330
unaccompanied	enslige	0.292	0.376	0.297
unaccountable	uforklarlig	0.180	0.600	0.543
unaccounted	uforklart	0.410	0.338	0.361
unacknowledged	besvares	0.240	0.269	0.116
unadulterated	uforfalsket	0.570	0.420	0.528
unaffected	upåvirket	0.542	0.265	0.571
unafraid	uredd	0.500	0.520	0.655
unaided	uhjulpet	0.290	0.410	0.336
unaltered	uendret	0.571	0.269	0.598
unambiguous	entydig	0.406	0.390	0.578
unanimity	enstemmighet	0.490	0.407	0.706
unanimous	enstemmig	0.656	0.380	0.682
unanimously	enstemmig	0.686	0.333	0.738
unannounced	uanmeldt	0.240	0.588	0.291
unanswered	ubesvart	0.276	0.361	0.219
unanticipated	uventede	0.255	0.775	0.327
unappreciated	verdsatt	0.143	0.431	0.209
unapproved	ikke godkjent	0.184	0.471	0.254
unarmed	ubevæpnet	0.427	0.420	0.241
unassisted	uten hjelp	0.302	0.320	0.211
unassuming	beskjeden	0.490	0.230	0.471
unattached	fristilt	0.192	0.439	0.283
unattainable	uoppnåelig	0.220	0.635	0.571
unattended	uten tilsyn	0.255	0.400	0.167
unattractive	uattraktiv	0.177	0.307	0.208
unauthorized	uautorisert	0.260	0.448	0.259
unavailable	utilgjengelig	0.323	0.281	0.159
unavoidable	uunngåelig	0.350	0.580	0.445
unaware	uvitende	0.208	0.355	0.310
unbalanced	ubalansert	0.302	0.596	0.343
unbearable	uutholdelig	0.125	0.798	0.447
unbeatable	uslåelig	0.735	0.719	0.681
unbeaten	ubeseiret	0.854	0.760	0.828
unbecoming	ukledelig	0.123	0.471	0.288
unbelief	vantro	0.265	0.582	0.407
unbelievable	ikke til å tro	0.771	0.790	0.717
unbiased	objektivt	0.625	0.378	0.618
unborn	ufødte	0.312	0.300	0.216
unbound	ubundet	0.354	0.402	0.283
unbounded	grenseløs	0.646	0.600	0.736
unbreakable	uknuselig	0.653	0.573	0.759
unbridled	utemmet	0.396	0.759	0.448
unbroken	ubrutt	0.550	0.224	0.602
unbutton	knepper	0.479	0.539	0.311
uncalled	uncalled	0.344	0.294	0.222
uncanny	nifst	0.469	0.461	0.430
uncaring	uncaring	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	usikker	0.363	0.500	0.164
uncertainty	usikkerhet	0.064	0.494	0.282
unchallenged	uimotsagt	0.552	0.394	0.545
unchangeable	uforanderlig	0.375	0.442	0.709
unchanged	uendret	0.490	0.204	0.237
uncharted	ikke kartlagt	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	usiviliserte	0.133	0.600	0.400
unclaimed	uavhentede	0.316	0.346	0.278
uncle	onkel	0.653	0.255	0.578
unclean	urent	0.133	0.529	0.134
unclear	uklar	0.229	0.463	0.202
uncomfortable	ubehagelig	0.188	0.610	0.214
uncommon	uvanlig	0.459	0.429	0.373
uncommonly	ualminnelig	0.626	0.490	0.778
uncomplicated	ukomplisert	0.740	0.260	0.453
uncompromising	kompromissløs	0.320	0.531	0.613
unconcerned	likegyldig	0.562	0.283	0.298
unconditional	betingelsesløs	0.760	0.493	0.715
unconfirmed	ubekreftet	0.334	0.321	0.339
unconnected	usammenhengende	0.188	0.265	0.213
unconscionable	skandaløst	0.208	0.618	0.429
unconscious	bevisstløs	0.240	0.356	0.195
unconsciousness	bevisstløshet	0.177	0.440	0.121
unconstitutional	grunnlovsstridig	0.230	0.588	0.491
unconstrained	ubegrenset	0.653	0.640	0.635
uncontested	ubestridt	0.510	0.471	0.689
uncontrollable	ustyrlig	0.265	0.790	0.626
uncontrolled	ukontrollert	0.188	0.891	0.544
unconventional	ukonvensjonell	0.177	0.509	0.288
unconvinced	overbevist	0.409	0.458	0.228
unconvincing	bevis	0.190	0.532	0.144
uncooked	ukokt	0.312	0.321	0.241
uncooperative	lite samarbeidsvillig	0.250	0.422	0.246
uncorrelated	uncorrelated	0.333	0.327	0.316
uncouth	klossete	0.080	0.761	0.350
uncover	avdekke	0.771	0.552	0.648
uncritical	ukritisk	0.480	0.367	0.412
uncut	uncut	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	usikre	0.286	0.433	0.127
undefeated	ubeseiret	0.833	0.752	0.825
undefined	udefinert	0.260	0.418	0.350
undeniable	unektelig	0.552	0.473	0.778
underage	mindreårige	0.469	0.461	0.300
underbelly	Buk	0.406	0.423	0.361
undercover	under dekke	0.388	0.627	0.483
undercurrent	undertone	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	undervurder	0.413	0.464	0.193
undergo	gjennomgå	0.398	0.554	0.339
undergraduate	lavere	0.583	0.500	0.559
underground	jordisk	0.396	0.455	0.452
underhanded	underhanded	0.188	0.415	0.527
underlay	underlag	0.521	0.365	0.458
underlie	ligger til grunn	0.323	0.378	0.275
underline	understreke	0.480	0.412	0.509
underlying	underliggende	0.480	0.445	0.452
undermine	undergrave	0.316	0.491	0.413
undermined	undergraves	0.365	0.409	0.394
underneath	under	0.450	0.265	0.158
underpaid	underbetalt	0.146	0.413	0.209
underpants	underbukser	0.448	0.473	0.276
underprivileged	underprivilegerte	0.167	0.449	0.172
underrated	undervurdert	0.208	0.520	0.333
underscore	understrek	0.375	0.275	0.306
undersea	undersjøiske	0.545	0.490	0.425
undersecretary	undersekretær	0.459	0.377	0.594
undersized	underdimensjonert	0.316	0.425	0.298
understaffed	bemannet	0.148	0.444	0.302
understand	forstå	0.760	0.374	0.643
understandable	forståelig	0.776	0.363	0.566
understanding	forståelse	0.865	0.304	0.689
understatement	underdrivelse	0.347	0.480	0.473
understood	forstås	0.780	0.441	0.686
understudy	stedfortreder	0.378	0.402	0.420
undertake	påta	0.796	0.702	0.754
undertaker	begravelsesagent	0.363	0.696	0.611
undertaking	oppgave	0.667	0.530	0.696
undertow	dragsug	0.327	0.639	0.231
underwear	undertøy	0.610	0.546	0.375
underwood	Underwood	0.510	0.453	0.510
underworld	under	0.177	0.676	0.613
underwrite	underwrite	0.416	0.520	0.423
underwriter	garantist	0.571	0.327	0.620
undeserved	ufortjent	0.219	0.552	0.283
undesirable	uønsket	0.177	0.644	0.260
undesired	uønsket	0.156	0.441	0.235
undetectable	undetectable	0.438	0.539	0.604
undetected	uoppdaget	0.224	0.304	0.268
undetermined	ubestemt	0.265	0.256	0.353
undeveloped	uutviklet	0.292	0.330	0.254
undignified	uverdig	0.122	0.627	0.308
undirected	urettet	0.330	0.417	0.310
undisclosed	Ikke oppgitt	0.479	0.361	0.314
undiscovered	uoppdaget	0.438	0.347	0.261
undisputed	udiskutert	0.646	0.588	0.673
undisturbed	uforstyrret	0.725	0.287	0.434
undivided	udelt	0.510	0.380	0.490
undo	angre	0.365	0.444	0.349
undoing	angre	0.219	0.452	0.298
undoubted	utvilsom	0.592	0.461	0.740
undress	kle	0.438	0.900	0.336
undressed	avkledd	0.375	0.755	0.356
undue	utilbørlig	0.156	0.573	0.318
undying	udødelig	0.708	0.500	0.773
unearned	opptjent	0.177	0.340	0.213
unearth	grave opp	0.427	0.635	0.545
uneasiness	uro	0.190	0.798	0.241
uneasy	urolig	0.115	0.598	0.349
uneducated	uten utdannelse	0.177	0.350	0.246
unemployed	arbeidsledig	0.094	0.481	0.230
unemployment	arbeidsledighet	0.094	0.400	0.297
unencumbered	uhemmet	0.604	0.280	0.472
unending	unending	0.385	0.519	0.454
unequal	ulik	0.118	0.433	0.202
unequalled	livskvalitet	0.562	0.470	0.769
unequivocal	utvetydig	0.604	0.415	0.615
unequivocally	utvetydig	0.521	0.668	0.554
unethical	uetisk	0.104	0.433	0.269
uneven	ujevn	0.125	0.457	0.240
uneventful	begivenhetsløs	0.510	0.343	0.410
unexpected	uventet	0.500	0.720	0.333
unexpectedly	uventet	0.354	0.759	0.462
unexplainable	uforklarlige	0.260	0.448	0.610
unexplained	uforklarlig	0.271	0.531	0.349
unexplored	uutforsket	0.401	0.640	0.388
unfailing	ufeilbarlig	0.625	0.635	0.594
unfair	urettferdig	0.173	0.472	0.190
unfairness	urettferdighet	0.170	0.817	0.336
unfaithful	utro	0.031	0.806	0.298
unfamiliar	ukjent	0.219	0.558	0.273
unfavorable	ugunstig	0.133	0.450	0.232
unfeeling	ufølsom	0.235	0.377	0.345
unfettered	ubundet	0.569	0.650	0.586
unfinished	uferdig	0.188	0.368	0.264
unfit	uegnet	0.250	0.368	0.185
unflinching	urokkelig	0.667	0.606	0.882
unfold	brette	0.612	0.510	0.520
unfollow	unfollow	0.281	0.337	0.293
unforeseen	uforutsett	0.255	0.714	0.500
unforgettable	uforglemmelig	0.833	0.561	0.660
unforgivable	utilgivelig	0.276	0.743	0.490
unforgiving	uforsonlig	0.406	0.630	0.793
unfortunate	uheldig	0.073	0.487	0.195
unfortunately	dessverre	0.104	0.494	0.281
unfounded	ubegrunnet	0.271	0.520	0.410
unfreeze	frigi	0.458	0.297	0.375
unfriendly	uvennlig	0.173	0.670	0.458
unfulfilled	oppfylt	0.184	0.426	0.268
unfurnished	umøblert	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ugudelige	0.296	0.423	0.388
ungrateful	utakknemlig	0.219	0.461	0.275
unguarded	ubevoktet	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	ulykkelighet	0.083	0.630	0.222
unhappy	ulykkelig	0.112	0.500	0.155
unharmed	uskadd	0.740	0.378	0.491
unhealthy	usunn	0.115	0.549	0.214
unheard	uhørt	0.344	0.539	0.500
unhelpful	uhjelpsom	0.104	0.320	0.118
unhindered	uhindret	0.729	0.441	0.725
unholy	uhellig	0.327	0.560	0.445
unhook	hekt	0.375	0.592	0.310
unicorn	Enhjørning	0.776	0.510	0.480
unidentified	uidentifisert	0.385	0.361	0.199
unification	samling	0.688	0.345	0.788
unified	enhetlig	0.729	0.439	0.764
uniform	uniform	0.570	0.245	0.655
uniformed	uniformert	0.469	0.519	0.589
uniformity	ensartethet	0.745	0.353	0.538
uniformly	jevnt	0.625	0.333	0.704
unimaginable	utenkelig	0.573	0.634	0.589
unimpeachable	unimpeachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	uviktig	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	uforbedret	0.163	0.377	0.144
uninfected	infisert	0.688	0.304	0.389
uninformed	uinformert	0.156	0.370	0.182
uninhabited	ubebodd	0.301	0.230	0.221
uninitiated	uinnvidde	0.271	0.288	0.288
uninspired	uinspirert	0.163	0.243	0.260
unintelligible	uforståelig	0.208	0.472	0.283
unintended	utilsiktet	0.438	0.385	0.349
unintentional	utilsiktet	0.333	0.538	0.306
unintentionally	utilsiktet	0.460	0.490	0.286
uninterested	uinteressert	0.365	0.240	0.328
uninteresting	uinteressant	0.153	0.235	0.228
uninterrupted	uavbrutt	0.500	0.434	0.527
uninvited	uoppfordret	0.090	0.385	0.307
union	union	0.854	0.226	0.766
unique	unik	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	unison	0.510	0.439	0.583
unit	enhet	0.562	0.235	0.578
unitary	enhetlig	0.531	0.239	0.641
unite	forene	0.781	0.375	0.610
united	forent	0.781	0.431	0.783
unity	enhet	0.837	0.288	0.658
universal	universell	0.802	0.417	0.833
universality	universalitet	0.796	0.410	0.840
universe	univers	0.694	0.454	0.839
university	universitet	0.735	0.574	0.741
unjust	urettferdig	0.115	0.625	0.278
unjustifiable	utilbørlig	0.115	0.596	0.394
unjustified	grunnløs	0.288	0.541	0.314
unkind	uvennlig	0.135	0.409	0.310
unknowable	ukjennelig	0.347	0.540	0.396
unknown	ukjent	0.357	0.450	0.204
unlawful	ulovlig	0.094	0.759	0.402
unleash	frigjøre	0.479	0.775	0.559
unlicensed	ulisensiert	0.306	0.574	0.196
unlike	I motsetning til	0.439	0.439	0.418
unlikely	lite sannsynlig	0.271	0.293	0.245
unlimited	ubegrenset	0.750	0.623	0.679
unlisted	unotert	0.365	0.265	0.218
unload	lesse	0.656	0.639	0.573
unloaded	losses	0.469	0.380	0.331
unlock	låse opp	0.582	0.442	0.592
unlucky	uheldig	0.073	0.395	0.198
unmanageable	uhåndterlig	0.177	0.666	0.482
unmanned	ubemannet	0.235	0.441	0.324
unmarked	umerket	0.416	0.294	0.433
unmarried	ugift	0.438	0.480	0.545
unmask	avsløre	0.323	0.690	0.520
unmatched	uovertruffen	0.776	0.536	0.771
unmistakable	umiskjennelig	0.602	0.571	0.765
unmitigated	rendyrket	0.649	0.427	0.422
unmoved	uanfektet	0.184	0.355	0.360
unnamed	navnløs	0.316	0.189	0.284
unnatural	unaturlig	0.153	0.587	0.434
unnecessary	unødvendig	0.219	0.358	0.190
unneeded	unødvendige	0.177	0.375	0.245
unnoticed	ubemerket	0.302	0.440	0.260
unnumbered	unummererte	0.406	0.255	0.331
unobserved	unobserved	0.398	0.255	0.257
unobstructed	uhindret	0.583	0.440	0.573
unobtrusive	diskré	0.447	0.327	0.402
unoccupied	ledig	0.258	0.245	0.412
unofficial	uoffisiell	0.260	0.302	0.255
unopened	uåpnet	0.542	0.340	0.265
unopposed	uten motstand	0.615	0.375	0.537
unordered	uordnet	0.224	0.482	0.190
unorganised	uorganisert	0.250	0.500	0.212
unorganized	uorganisert	0.260	0.657	0.173
unorthodox	uortodokse	0.340	0.480	0.441
unpack	pakke ut	0.531	0.528	0.445
unpaid	ubetalt	0.300	0.413	0.365
unparalleled	enestående	0.708	0.306	0.538
unpleasant	ubehagelig	0.122	0.612	0.185
unpleasantness	ubehagelig	0.062	0.724	0.264
unplug	koble	0.239	0.441	0.404
unplugged	unplugged	0.367	0.375	0.318
unpopular	upopulær	0.073	0.441	0.164
unprecedented	enestående	0.500	0.491	0.658
unpredictable	uforutsigbar	0.429	0.769	0.515
unprepared	uforberedt	0.204	0.450	0.152
unpretentious	upretensiøs	0.510	0.296	0.410
unproductive	uproduktive	0.100	0.324	0.237
unprofessional	uprofesjonelt	0.042	0.370	0.170
unprofitable	ulønnsom	0.163	0.376	0.217
unprotected	ubeskyttet	0.150	0.582	0.197
unproven	uprøvd	0.296	0.427	0.216
unprovoked	uprovosert	0.565	0.327	0.385
unpublished	upublisert	0.406	0.480	0.481
unpunished	ustraffet	0.292	0.594	0.519
unqualified	ukvalifisert	0.170	0.433	0.173
